Date,Title,Content,Link
13/5/2022,Defeated candidate jailed for providing entertainment at 2019 DC Election and bribing electors,"A defeated candidate of the 2019 District Council (DC) Election (the Election), charged by the ICAC, was today (May 13) sentenced to four months and two weeks’ imprisonment at the Eastern Magistrates’ Courts for engaging in corrupt conduct at the Election by providing entertainment to induce others to vote for the candidate and bribing electors.Au Chung-yin, 45, engineer, was earlier found guilty of two charges – one of engaging in corrupt conduct to provide others with entertainment at an election, contrary to Section 12(1)(a) of the Elections (Corrupt and Illegal Conduct) Ordinance (ECICO), and one of engaging in corrupt conduct to bribe electors at an election, contrary to Section 11(1)(a) of the ECICO.In sentencing, Magistrate Ms Leung Ka-kie said the fairness of the Election was affected by the offences committed by the defendant. The court had to mete out a custodial sentence as the imposition of a community service order or a suspended sentence could not reflect the seriousness of the offences involved.The court heard that the Election was held on November 24, 2019. The defendant submitted her nomination form to stand as a candidate for the University Constituency of the Central and Western District on the first day of the nomination period, which ran from October 4 to 17, 2019.Upon the invitation of the defendant, two buskers made a one-hour singing performance near an exit of an MTR Station in the constituency on October 10, 2019. Six days later, the defendant organised a one-hour free calligraphy class on the same spot on October 16, 2019.During the singing performance and the calligraphy class, a roll-up banner containing the name and portrait of the defendant was set up on the spot. The defendant was in attendance on both occasions while her election helpers distributed some handbills to passers-by.The court also heard that between October 14 and 23, 2019, the defendant published four posts containing two relevant video footages in relation to the singing performance and the calligraphy class onto her social media page.ICAC enquiries revealed that the defendant filed the above handbills and social media posts as her election advertisements with the Registration and Electoral Office (REO). After paying $1,200 and $800 respectively to the buskers and the calligraphist as remuneration, the defendant declared the spending as her election expenses in the Election Return.The ICAC investigation arose from a complaint alleging breaches of the ECICO. The REO had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by Acting Senior Assistant Director of Public Prosecutions Irene Fan and Senior Public Prosecutor Peggy Leung, assisted by ICAC officer Jessie Fu.",https://www.icac.org.hk/en/press/index_id_1332.html
12/5/2022,Fourteen months’ jail for ex-district manager of insurance company charged by ICAC with fraud over signing fee,"A former district manager of an insurance company, charged by the ICAC, was today (May 12) sentenced to 14 months’ imprisonment at the District Court for deceiving the insurer into offering her a signing fee of over $860,000 by submitting false previous income proof which exaggerated her total income by over $1.5 million.Lau Kit-yee, 61, former district manager of AIA (International) Limited (AIA), was earlier found guilty of one count of fraud, contrary to Section 16A(1) of the Theft Ordinance.In sentencing, Judge Mr Eddie Yip Chor-man said he took a starting point of 15 months’ imprisonment and reduced the defendant’s jail term by one month having considered the mitigating factors.The court heard that AIA offered remuneration packages, including signing fees, as incentives to recruit experienced insurance agents. A signing fee was calculated based on the income of a new recruit as shown on his or her income proof statements in the past 24 months.In June 2015, the defendant was recruited to join AIA. For the purpose of calculating the relevant signing fee, she submitted her incoming proof during her employment with another insurance company for the period between June 2013 and May 2015 to AIA.Based on the income proof which showed that the defendant’s total income during the above period was about $2.2 million, AIA approved to pay her a signing fee of over $860,000 in August 2015.However, ICAC inquiries revealed that the defendant’s total income during the period was about $650,000 and she was only entitled to receive a signing fee of about $100,000. By exaggerating the total income by over $1.5 million, the defendant was granted a signing fee $760,000 higher than her entitlement.Had AIA known the income proof was false, the company would not have paid the defendant the signing fee nor employed her.The case arose from a corruption complaint. Subsequent ICAC enquiries revealed the above offence. AIA had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by Senior Assistant Director of Public Prosecutions Alice Chan, assisted by ICAC officer Teresa Cheung.",https://www.icac.org.hk/en/press/index_id_1330.html
12/5/2022,Cleaner charged by ICAC over work injury sick leave and medical fee fraud,"The ICAC today (May 12) charged a cleaning worker with using false sick leave certificates and medical receipts issued by a registered Chinese medicine practitioner to deceive her then employer into granting sick leave days and reimbursing medical fees in relation to temporary incapacity compensation.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised charging the cleaning worker.Chan Yuk-kam, 59, then cleaning worker of Man Shing Cleaning Service Company Limited (Man Shing), faces seven charges – six of agent using a document with intent to deceive her principal, contrary to Section 9(3) of the Prevention of Bribery Ordinance; and one of conspiracy to defraud, contrary to Common Law.The defendant was released on ICAC bail, pending her appearance in the West Kowloon Magistrates’ Courts next Monday (May 16) for plea.In September 2017, the defendant reported to Man Shing an injury of shoulder bone fracture during work. According to the Employees’ Compensation Ordinance, the defendant was entitled to Temporary Incapacity Compensation, which included receiving from Man Shing four-fifths of her earnings during her absence from duty, and reimbursement of medical fees. The defendant was required to submit the relevant sick leave certificates and medical receipts to Man Shing to obtain compensation and apply for sick leave days.The offences took place between December 2017 and August 2020.Six of the charges allege that the defendant, with intent to deceive her principal, used six sick leave certificates issued by a registered Chinese medicine practitioner which contained false statements that the defendant had received medical treatment from the latter on the dates as shown on the certificates to mislead Man Shing.The remaining charge alleges that the defendant conspired together with the above registered Chinese medicine practitioner to defraud Man Shing by dishonestly falsely representing to the company that the defendant had received medical treatment at the latter’s clinic on various dates stated on the relevant medical receipts, thereby inducing Man Shing to pay the defendant the amount of medical fee charged by the clinic.ICAC enquiries revealed that by submitting the above six sick leave certificates and 42 medical receipts, the defendant was granted a total of 24 days of sick leave and reimbursed medical fees totalling over $8,300.Man Shing has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1331.html
11/5/2022,Man charged as ICAC probe reveals $125m money laundering involving loans from listed company,"A former personal assistant of a businessman was charged by the ICAC today (May 11) for allegedly conspiring with the businessman to deal with crime proceeds totalling $125 million, being loans the businessman obtained from a listed company.The ICAC investigation arose from a corruption complaint referred by the Securities and Futures Commission (SFC), followed by an operation jointly mounted by the ICAC and the SFC last year. The above personal assistant was charged today after seeking legal advice from the Department of Justice. The relevant corruption investigation is continuing.Lam Chung-kan (also known as Lin Songgen), 48, faces five counts of conspiracy to deal with property known or believed to represent proceeds of an indictable offence, contrary to Section 25(1) of the Organized and Serious Crimes Ordinance and Section 159A of the Crimes Ordinance.The defendant was released on ICAC bail, pending his appearance in the Eastern Magistrates’ Courts tomorrow (May 12) for mention.At the material time, the defendant was a personal assistant of a businessman. It is alleged that in around mid-2015, the businessman arranged the defendant and others to hold substantial amount of shares of publicly listed Sunway International Holdings Limited (Sunway) and arranged some individuals to take up senior executive posts of the listed company.In early 2016, Sunway started operating money lending business. Between around July 2016 and September 2017, the businessman had allegedly obtained five loans totalling $125 million from the listed company via a number of local and offshore companies controlled by the businessman through the defendant and others. ICAC inquiries revealed that repayments of over $80 million out of the five loans were defaulted.The charges allege that between July 2016 and October 2017, the defendant conspired together with the businessman and other persons to deal with the above five loans totalling $125 million, knowing or having reasonable grounds to believe that they in whole or in part directly or indirectly represented the proceeds of an indictable offence.The SFC and the Hong Kong Exchanges & Clearing Limited have rendered full assistance to the ICAC during its investigation.",https://www.icac.org.hk/en/press/index_id_1329.html
11/5/2022,CSD officer and ex-inmate charged by ICAC jailed for conspiracy to commit MIPO over unauthorised mobile phone possession,"An Assistant Officer of the Correctional Services Department (CSD) and an ex-inmate, charged by the ICAC, were respectively sentenced to seven and six months’ imprisonment after admitting at the District Court today (May 11) that they had conspired with others to commit misconduct in public office (MIPO) by conniving at the unauthorised possession and use of a mobile phone by an inmate and introducing unauthorised cigarettes into a prison for the inmate.Lee Ho-wai, 27, Assistant Officer II of the CSD; and Lam Hon-ki, 24, unemployed, today pleaded guilty to one count of conspiracy to commit MIPO, contrary to Common Law and Section 159A of the Crimes Ordinance.In sentencing, Judge Mr Yau Tak-hong said custodial sentences were inevitable and should act as a deterrent as the offence committed by the defendants had dealt a blow to the procedure of the CSD, created adverse impact on the correctional work of the department and involved a public servant.The court heard that at the material time, Lee was an Assistant Officer II of the CSD posted to Tong Fuk Correctional Institution (TFCI). When Lee was assigned to discharge duties in the Construction and Maintenance Unit (the Unit) of the TFCI, he assisted an Assistant Officer I to supervise the discipline and activities of inmates working in the Unit.Lam was formerly incarcerated in the TFCI. He was assigned to the Unit before he was released from the institution in early September 2020.Lee and Lam admitted that between July and October 2020, they had conspired with others for Lee to wilfully and intentionally misconduct himself in the course of or in relation to his public office, without reasonable excuse or justification, by conniving at the unauthorised possession and use of a mobile phone in the TFCI by another inmate assigned to work in the Unit, and introducing unauthorised cigarettes into the prison for that inmate.ICAC inquiries revealed that Lee, Lam and another ex-inmate were members of a mobile phone chat group set up in early September 2020. There were numerous messages exchanged in the chat group, including requests made by the inmate to Lam for topping up the pre-paid SIM card of his mobile phone.The mobile phone messages also revealed that on a number of occasions, Lam was instructed by the inmate to ask Lee to purchase packets of cigarettes of a specific brand and flavour and introduce them into the TFCI for the inmate.The court heard that Lee had never reported to the CSD the possession of unauthorised mobile phone by the inmate, and that he had introduce any cigarettes into TFCI for the latter. In accordance with the Prison Rules, a CSD officer is not allowed to communicate with any ex-prisoner without proper authority from the management or maintain any undue familiarity with a prisoner.Arising from the same investigation, the ICAC had earlier charged three other persons with conspiracy to commit MIPO and perverting the course of public justice. The three defendants are the above inmate in the TFCI, the above Assistant Officer I of the CSD, who was the officer-in-charge of the Unit of the TFCI, and another ex-inmate of the TFCI.The case arose from a corruption complaint referred by the CSD. Subsequent ICAC enquiries revealed the above offences. The CSD had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by Senior Public Prosecutor Janice Cheuk, assisted by ICAC officers Serena Lam and Moon Leung.An ICAC spokesperson stressed that law enforcement officers are on a mission to uphold the rule of law. They should maintain a high standard of integrity and abide by the law at all times and never partake in any corrupt and illegal activities.",https://www.icac.org.hk/en/press/index_id_1328.html
10/5/2022,"Police Station Sergeant charged by ICAC with soliciting and accepting over $420,000 unauthorised loans from ex-colleagues and perversion","The ICAC today (May 10) charged a Police Station Sergeant with soliciting and accepting unauthorised loans totalling over $420,000 from  three former subordinates and a former supervisor, and perverting the course of public justice by inciting one of them to make a false statement to the Commission in respect of its investigation.The ICAC investigation arose from a corruption complaint referred by the Hong Kong Police Force (HKPF). Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised instigating a prosecution against the Police Station Sergeant.Wong Chi-ming, 52, faces a total of 13 charges — eight of prescribed officer accepting an advantage and two of prescribed officer soliciting an advantage, all contrary to Section 3 of the Prevention of Bribery Ordinance (POBO); one of doing acts tending and intended to pervert the course of public justice, contrary to Common Law; one of agent using document with intent to deceive his principal, contrary to Sections 9(3) of the POBO; and one of fraud, contrary to Section 16A of the Theft Ordinance.The defendant was released on ICAC bail, pending his appearance in the Shatin Magistrates’ Courts on Thursday (May 12) for mention.The unauthorised loans-related and perversion offences allegedly took place between May 2020 and June 2021. In early December 2020, the defendant was posted to a Patrol Sub-Unit of Tin Sum Division. Prior to this posting, he was attached to a Patrol Sub-Unit of Kwai Chung Division.Ten of the charges allege that the defendant, without the general or special permission of the Chief Executive, solicited two loans totalling $90,000 from a former subordinate Police Constable (PC) and a former supervisor, an Inspector of Police, in the Kwai Chung Division, and accepted eight loans totalling over $335,000 from two other former subordinate PCs in the Kwai Chung Division.Another charge alleges that the defendant, with intent to pervert the course of public justice, incited, induced and instructed one of the above former subordinate PCs to make a false statement to the ICAC in respect of an investigation on the loans from the PC to him. The defendant had allegedly instructed the PC to conceal from the ICAC his loans.The twelfth charge concerns the defendant’s application for early retirement. On December 17, 2018, the defendant applied for early retirement and re-employment on agreement terms by the HKPF. Under the relevant scheme, he was required to declare his financial obligations. The charge alleges that on the above date, the defendant, with intent to deceive his principal, used a declaration of financial obligation in the above application, which contained a false statement that he had no outstanding financial obligations, to mislead the HKPF. His application was subsequently approved and pension totalling over $2.5 million was released to him.The remaining charge alleges that the defendant falsely represented to the Hong Kong Police Credit Union that he had not applied for loans from other banking or financial institutions, and with intent to defraud, induced the union to provide him a loan of over $80,000.The HKPF has rendered full assistance to the ICAC during its investigation into the case.",https://www.icac.org.hk/en/press/index_id_1327.html
10/5/2022,IO chairman charged by ICAC admits forgery over Anti-epidemic Fund allowance,"The chairman of the incorporated owners (IO) of a building, charged by the ICAC, today (May 10) admitted at the Kowloon City Magistrates’ Courts that he had committed forgery and used copies of false instruments in relation to the applications for allowance for a security guard under the Anti-epidemic Fund.Tsui Chiu-cheung, 62, chairman of the IO of Comfort Court, pleaded guilty to two charges – one of forgery, contrary to Section 71 of the Crimes Ordinance; and one of using copies of false instruments, contrary to Section 74 of the Crimes Ordinance. The prosecution withdrew another forgery charge against him.Acting Principal Magistrate Ms Peony Wong Nga-yan adjourned the case to May 24 for sentence, pending the defendant’s community service order report. The defendant was granted cash bail.The court heard that in February 2020, the government launched the Anti-epidemic Support Scheme for Property Management Sector under the Anti-epidemic Fund to provide a monthly hardship allowance of $1,000 to security guards and cleaners working at eligible buildings, and a subsidy of $2,000 to every eligible building for procuring cleaning products.The Property Management Services Authority (PMSA) was responsible for processing applications made by owners’ organisations, including IOs, and property management companies, and arranging release of payments. After receiving payments, the applicant would distribute the allowance to the relevant security guards and cleaners who were required to acknowledge receipt of it.At the material time, the defendant was the chairman of the IO of Comfort Court. A security guard was employed by the IO.Between April and August 2020, the defendant submitted two applications to the PMSA for claiming allowance totalling $7,000 for the above security guard. Both applications were approved and the sum was deposited to the bank account of the IO.On November 19, 2020, the defendant submitted to the PMSA two receipts and copies of two other receipts purportedly signed by the security guard showing that the latter had acknowledged her receipt of the allowance of $7,000. However, ICAC inquiries revealed that the security guard had only received $3,000 and had never signed the above receipts.The defendant forged the signatures of the security guard on the receipts. He worried that the PMSA would request the IO to return the allowance of $7,000 if it was found that $4,000 out of the sum had not been paid to the security guard.The ICAC investigation arose from a corruption complaint. The PMSA and the IO of Comfort Court had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by ICAC officer Jeff Ng.",https://www.icac.org.hk/en/press/index_id_1326.html
6/5/2022,Policewoman charged by ICAC admits soliciting and accepting over $1m unauthorised loans,"A Woman Police Constable, charged by the ICAC, today (May 6) admitted at the Kwun Tong Magistrates’ Courts that she had solicited an unauthorised loan of $1 million from a complainant of a theft case and accepted a loan of $60,000 from an arrestee of a fighting case.Au Kar-man, 47, pleaded guilty to two charges – one of prescribed officer soliciting an advantage, and one of prescribed officer accepting an advantage, contrary to Section 3 of the Prevention of Bribery Ordinance. The prosecution offered no evidence to another solicitation charge against her.Magistrate Miss Lau Suk-han adjourned the case to August 12 for mention. The defendant was remanded in custody of the Correctional Services Department.The court heard that at the material time, the defendant was posted to a District Investigation Team of Eastern District. In November 2019, the defendant was assigned to handle a theft case involving a restaurant and interviewed the complainant of the case.On January 8, 2020, the defendant made a phone call to the complainant and asked for a $1 million loan. She had also sent mobile phone text messages to the complainant, offering to sign an “IOU” and repaying $20,000 together with an interest of $5,000 each month to the complainant. The request was turned down.The court also heard that in late August 2019, the defendant was assigned to conduct a cautioned interview with an arrestee of a fighting case. The case was closed in late September 2019 due to insufficient evidence. However, the defendant and the arrestee had maintained contacts thereafter.On May 8, 2020, the defendant told the arrestee that she was in need of money and solicited a loan of $60,000 from the latter. The defendant said she was willing to repay the arrestee with an interest of $20,000 within two weeks. The arrestee did not require the defendant to pay any interest and lent her $60,000 on May 11, 2020.The defendant had never sought any special permissions from the Chief Executive regarding her above solicitation and acceptance of loans.The ICAC investigation arose from a referral by the Police which had rendered full assistance to the Commission during its investigation into the case.The prosecution was today represented by Senior Public Prosecutor Antony Leung, assisted by ICAC officer Desmond Lee.An ICAC spokesperson noted that the ICAC attaches great importance to civil service integrity and has been working closely with the Police to provide integrity training and regular refresher courses to all new recruits and serving staff of the Police to heighten their awareness of corruption prevention, and to enhance their alertness to corruption, conflict of interest and other integrity challenges.",https://www.icac.org.hk/en/press/index_id_1324.html
6/5/2022,Site team leader charged by ICAC jailed for accepting bribes from construction workers over Third Runway Project jobs,"A then site team leader of a sub-contractor of the Third Runway Project of the Hong Kong International Airport (Third Runway Project) was today (May 6) sentenced to 10 months’ imprisonment at the West Kowloon Magistrates’ Courts for accepting illegal rebates totalling over $17,000 from three construction workers. The defendant was among six charged by the ICAC with bribery for assisting construction workers to secure employment with the sub-contractor.Tang Amanjo Ho-yin, 43, then site team leader of MLife Engineering Limited (MEL), was also ordered by Deputy Magistrate Mr Tsang Hing-tung to pay a restitution of $17,400, equivalent to the amount of illegal rebates concerned, to his then employer.The defendant was earlier found guilty of three charges – two of agent accepting an advantage, contrary to Section 9(1)(a) of the Prevention of Bribery Ordinance (POBO); and one of conspiracy for agent to accept advantages, contrary to Section 9(1)(a) of the POBO and Section 159A of the Crimes Ordinance.In sentencing, the deputy magistrate reprimanded the defendant for undermining the probity of Hong Kong society, warranting a deterrent custodial sentence.At the material time, MEL was a sub-contractor of the Third Runway Project responsible for recruiting construction workers to conduct various works. Recruitment was conducted mainly through referrals by construction workers. The defendant led a team of construction workers to perform carpentry works at the project’s construction site.The court heard that between June and August 2020, three construction workers were introduced by the defendant and others to work in the defendant’s team at the construction site. The defendant solicited an illegal rebate of $200 per working day from each of them.Between July 2020 and January 2021, the defendant accepted illegal rebates totalling $17,400 from the three construction workers.The three construction workers believed that they would not have been employed by MEL or would be terminated by the defendant if they had not given the rebates, the court heard.The investigation arose from corruption complaints filed with the ICAC. Following enforcement actions taken by the Commission, four then site team leaders, including the defendant, and two construction workers were charged with a total of 13 counts of bribery in three cases in October 2021.The Airport Authority Hong Kong, the relevant main contractor SAPR JV and MEL had rendered full assistance to the ICAC during its investigation into the cases. ICAC enquiries are continuing and further arrests and prosecutions may be made.The prosecution was today represented by prosecuting counsel Stephen Fong, assisted by ICAC officers Eric Siu and Cody Chung.",https://www.icac.org.hk/en/press/index_id_1325.html
5/5/2022,Four product testers charged by ICAC sentenced for wage fraud over false attendance,"Four then product testers of an electronic product manufacturer, charged by the ICAC, were today (May 5) sentenced at the Tuen Mun Magistrates’ Courts after admitting that they had overstated their working hours with intent to deceive their employers into releasing wages to them.After the four defendants entered guilty pleas, they were each sentenced by Principal Magistrate Mr Don So Man-lung to two months’ imprisonment, suspended for three years.Cheung Wing-sze and Tang Ho-yi, both 26 and then product testers employed by Nirotech Limited (NRT), pleaded guilty to one count of conspiracy to defraud, contrary to Common Law.Carol Leung Lai-fun, 43, then product tester employed by C.P.E. Human Resources Company (CPE) to work for NRT, pleaded guilty to one count of attempted fraud, contrary to Section 16A of the Theft Ordinance and Section 159G of the Crimes Ordinance.Lau Ho-lam, 21, another then product tester employed by CPE to work for NRT, pleaded guilty to one count of fraud, contrary to Section 16A of the Theft Ordinance.The ICAC investigation arose from a corruption complaint. Upon completion of the investigation, the ICAC sought legal advice from the Department of Justice, which advised pressing the above charges against the four defendants.The court heard that the offences took place between February and July 2021. At the material time, the defendants were either directly employed by electronic product manufacturer NRT or supplied by CPE to work at NRT’s factory as night-shift product testers. The defendants were required to work nine hours for each working day from 10pm to 7am of the following day and were required to record their on and off duty time for wage calculation. Cheung and Tang were remunerated by NRT, while Leung and Lau were remunerated by CPE, which would then charge NRT the relevant service fees.The court heard that the defendants had shown up late to work and left the factory early on various occasions. Cheung and Tang had used a silicone molding tool to duplicate their fingerprints and used the molds to clock out at a fingerprint clocking machine for each other to falsely purport their off duty time. Meanwhile, Leung and Lau had reported on their attendance sheets that they had worked nine hours at the factory on all the working days concerned.By overstating their working hours by about 120 hours in total, the defendants obtained or attempted to obtain wages totalling about $7,000.Should NRT and CPE know that the attendance records submitted by the four defendants did not reflect their actual working hours, the two companies would not have released wages to them in accordance with the attendance records.NRT and CPE had rendered full assistance to the ICAC during its investigation into the case.The prosecution was today represented by ICAC officer Kevin Lam.",https://www.icac.org.hk/en/press/index_id_1323.html
4/5/2022,"ICAC continues to uphold Hong Kong’s probity, contribute to global anti-graft cause and partake in anti-epidemic work","ICAC Commissioner Simon Peh Yun-lu today (May 4) hosted a press conference to recount Hong Kong’s anti-corruption efforts in 2021 amid the Covid-19 epidemic  and update the media on the Commission’s major initiatives both locally and in the international arena this year. The press conference was originally scheduled for earlier this year but was postponed until today due to the epidemic situation.The ICAC received 2,264 non-election related corruption complaints in 2021, representing an increase of 18% over 2020, and remaining more or less the same as that in 2019. In the first three months of this year, the Commission received 391 corruption complaints, of which 321 were pursuable, representing a drop of 22% and 19% respectively.“In 2021, corruption remains well under control in Hong Kong. The surge in corruption complaints was mainly attributed to the increase in complaints concerning the private sector as the economic gradually picked up after the epidemic had eased off. As Hong Kong was badly hit by the fifth wave of the epidemic earlier this year, there was a drop in the overall corruption complaints received in the first quarter of 2022. That said, it is not suitable to make a year-on-year comparison based on statistics collected in only three months,” the Commissioner said.Mr Peh noted that apart from anti-corruption duties, ICAC officers had proactively assisted the government in its anti-epidemic work since the fifth wave of the epidemic. Several hundred ICAC staff members had taken turns to shoulder different duties, including contact-tracing, anti-epidemic supplies distribution, manning enquiry hotlines and assisting in organising the registration hotline and centre for Home Vaccination Service. They had exemplified the effectiveness, professionalism, resilience and team spirit of the Commission.In 2021, corruption complaints involving government bureaux/departments slightly rose by 3%, while those concerning public bodies went down by 15% when compared with 2020.The Commissioner noted that the civil service remained clean and honest. Following the establishment of the Civil Service College, the ICAC would take part in a number of training courses of the College to systematically introduce to civil servants of different ranks the anti-bribery law and other probity requirements. Newly elected legislators would be invited to visit the ICAC Headquarters to learn first-hand the work of the four departments.In addition, it is the ICAC’s duty to examine the systems and procedures of government departments and public bodies to assess and identify corruption risks. Mr Peh said: “The ICAC will keep abreast of the latest development and needs of the society and offer up-to-date corruption prevention advice, such as leveraging technology to enhance public service efficiency, streamline procedures as well as provide more effective monitoring measures,”The ICAC had also launched an integrity promotion campaign for public bodies to encourage them to put in place integrity management systems. At the same time, the Commission will partner with professional bodies to strengthen their integrity management and graft prevention capability.Meanwhile, corruption complaints concerning the private sector registered an increase of 31% last year. Among different sectors, building management, construction industry, and finance and insurance attracted most complaints.For the building management sector, the ICAC had been working closely with the Property Management Services Authority to strengthen its internal controls in various areas, such as licensing and complaints handling. The Commission had also produced a training video and self-learning kit for industry practitioners to enhance their ethical standard.2021 saw a surge in corruption complaints in relation to employment-related matters involving construction workers, rising from 14 in 2020 to 70 last year. The ICAC had joined hands with the Construction Industry Council and relevant government departments to raise corruption prevention awareness in the industry and enhance corruption prevention measures in workers recruitment. Components of the “Integrity Management System” promulgated by the ICAC for the construction sector were included among the registration requirements for public works contractors. Over 190 construction companies had so far joined the “Integrity Charter” launched by the Commission.Following the introduction of the new regulatory regime in the insurance industry, the ICAC had launched a Corruption Prevention Guide for Insurance Companies. The Commission will also roll out an Ethics Promotion Programme for Banking Industry to enhance professional ethics of banking practitioners and promote a probity culture across the industry.As at the end of 2021, the ICAC received eight complaints regarding the Election Committee Subsector Elections and 52 in relation to the Legislative Council General Election held last year. For the Chief Executive Election to be held this Sunday (May 8), the ICAC had provided holistic educational services to candidates, elections helpers and Election Committee members. ICAC officers will also be deployed to observe the polling and the vote-counting procedures.The ICAC had strived to nurture positive values among young people. The newly launched i-PLUS youth development project aimed to enhance secondary and tertiary school students’ law-abidingness and knowledge in local anti-corruption work. The Commission held the first leadership training camp for secondary school students last year, and the programme will be extended to tertiary students this summer.On the international anti-graft front, since Commissioner Peh was elected President of the International Association of Anti-Corruption Authorities (IAACA) in January this year, the ICAC has taken over the work of IAACA Secretariat, reflecting the recognition of Hong Kong’s anti-graft work by the international community and the Commission’s increasing importance in the global arena. Peh noted that following his assumption of IAACA presidency, the Association had immediately adopted the global regions cooperation and coordination mechanism advocated by the ICAC so as to strengthen regional cooperation and put forward anti-corruption agencies (ACAs)’ capacity building.The IAACA is an independent, non-political anti-corruption organisation instrumental to promoting the effective implementation of the United Nations Convention against Corruption (UNCAC), and assisting ACAs worldwide in preventing and fighting against corruption. Under the UNCAC, the ICAC has been designated by the Central Government since 2006 to assist other state parties in developing and implementing corruption prevention measures.In the past five years, the ICAC had built rapport with 63 UNCAC state parties for anti-corruption training. Over 30 capacity building programmes were hosted for overseas ACAs, benefiting over 1,000 anti-graft fighters worldwide.This year marks the 25th anniversary of the establishment of the Hong Kong Special Administrative Region. The ICAC will launch an array of activities to enhance the public’s understanding of Hong Kong’s probity situation and the Commission’s work. Among them will be a three-day “Journey for Integrity” experiential programme to take place in June at Tai Kwun, Central. Participants will learn more about the evils of corruption and the rule of law by taking a walk down memory lane of Hong Kong’s anti-corruption history. Members of the public can also visit various ICAC facilitates and attend briefing by ICAC officers during the ICAC Open Day scheduled for this summer.",https://www.icac.org.hk/en/press/index_id_1322.html
4/5/2022,Man charged by ICAC sentenced for breaching ECICO by inciting others to cast invalid votes at LegCo Election,"A man, charged by the ICAC, was today (May 4) sentenced to two months’ imprisonment, suspended for two years, at the West Kowloon Magistrates’ Courts for displaying two posts on his social media page and shared them on other social media pages to incite others to cast invalid votes at the 2021 Legislative Council General Election (LegCo Election) during the election period.Victor Chou Wing-tat, 57, working in the garment industry, earlier pleaded guilty to two counts of engaging in illegal conduct to incite another person not to vote, or to cast invalid vote, by activity in public during election period, contrary to Section 27A(1) of the Elections (Corrupt and Illegal Conduct) Ordinance (ECICO).In sentencing, Magistrate Mr Cheng Lim-chi said the offences committed by the defendant were election-related and serious in nature. The magistrate said he took a starting point of three months’ imprisonment and reduced the defendant’s jail term to two months in view of his guilty plea. Having considered the defendant’s background and frank admission of his wrongdoings, a suspended sentence was meted out.The court heard that the LegCo Election was open for nominations from October 30, 2021. According to the ECICO, the period between that day and the polling day (December 19, 2021) was defined as the “election period” of the election.On October 30, 2021, which was the first day of the nomination period, the ICAC published a press statement on its official website to remind members of the public that inciting others not to vote or to cast invalid votes by activities in public during the election period would be in breach of Section 27A of the ECICO.On November 2, 2021, the defendant displayed a post on his social media page and shared it to six social media pages to incite viewers to cast invalid votes at the LegCo Election. The post was displayed on his social media page and the above six pages during the election period.On the morning of the polling day, the defendant displayed another post on his social media page and shared it to four social media pages to incite viewers to cast invalid votes at the LegCo Election.The ECICO stipulates that “activity in public” includes any form of communication to the public, and the distribution or dissemination of any matter to the public. The ECICO applies to all conduct concerning an election, whether the conduct is engaged in within Hong Kong or elsewhere.The ICAC had earlier conducted investigations into online posts which incited others to cast blank votes or invalid votes at the LegCo Election. In accordance with established procedures, the findings of the investigation were forwarded to the Department of Justice (DoJ) for legal advice. Upon legal advice of the DoJ, the defendant was charged on February 11, 2022.The prosecution was today represented by Senior Public Prosecutor Antony Leung, assisted by ICAC officer Wincy Lai.",https://www.icac.org.hk/en/press/index_id_1320.html
